State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Household_Income_(AIAN),Household_Income_(Asian),Household_Income_(Black),Household_Income_(Hispanic),Household_Income_(White),Population,Population_Black,Population_AIAN,Population_Asian,Population_NHPI,Population_Hispanic,Population_NHW,%_Insufficient_Sleep,Average_Traffic_Volume_per_Meter_of_Major_Roadways,%_Homeowners,%_Severe_Housing_Cost_Burden,%_Children_in_Poverty,Teen_Birth_Rate
Virginia,Nottoway,21,4.2,4.3,20,39,4.8,34,63,15,13,65,45,58,5519,52,91,37,3.1,44,14.9,239,9,0,17,84,35,23,30,46368,,,36888,,50670,15420,5958,114,106,16,726,8331,38,91,61,,,
Virginia,Orange,14,3.4,3.7,16,36,8.4,26,64,17,12,42,27,55,4303,53,93,58,3,34,6.9,111,8.8,1,13,81,56,15,8,63681,,,49318,62813,69799,36644,4717,194,402,45,1933,28475,34,75,78,,,
Virginia,Page,16,4,4.2,18,36,8.4,30,32,17,13,34,17,38,5237,30,100,44,4.2,36,9.3,154,8.4,0,13,77,48,23,1,49073,,,31715,,48823,23933,472,66,120,9,513,22479,32,29,70,,,
Virginia,Patrick,17,4,4.3,18,25,8.1,36,46,15,14,28,11,40,4466,36,93,54,3.9,36,8.5,146,9.1,0,13,87,40,17,5,42862,,,49167,,40697,17673,956,95,60,11,560,15820,36,17,76,,,
Virginia,Pittsylvania,18,3.9,4.1,18,38,7.9,31,29,15,13,8,15,20,3750,50,91,58,3.6,37,14,81,10.1,1,12,84,31,13,6,44710,111125,68125,37695,31279,48280,60949,13020,200,308,21,1675,45037,35,32,75,,,
Virginia,Powhatan,12,3.1,3.5,14,28,9.4,27,65,20,10,49,48,24,3720,53,94,61,2.7,18,9.1,73,9,0,13,84,61,17,2,88475,,114762,44219,70476,87285,29189,2715,125,182,43,703,25089,35,21,90,,,
Virginia,Prince Edward,21,4.1,4.3,18,38,6.6,26,81,18,12,62,39,253,5284,46,89,58,3.8,34,10.1,205,9,0,13,79,31,14,12,48450,,,40876,,50527,22950,7518,73,353,20,617,13994,36,84,67,,,
Virginia,Prince George,17,3.6,3.7,18,32,7.5,29,41,19,9,16,24,105,6073,44,91,63,3.6,25,6.9,111,9.2,0,13,86,36,12,10,68133,39519,56762,62008,71012,73750,38082,11894,286,839,155,3222,20760,38,139,67,,,
Virginia,Prince William,15,3.1,3.4,13,30,9.3,19,97,18,12,44,54,116,5131,47,92,69,2.7,21,6.7,186,9.5,1,16,76,64,9,3,106200,80685,97122,95907,78115,120133,468011,96650,5088,43459,961,113113,196640,38,252,73,,,
Virginia,Pulaski,16,3.7,4.1,16,31,8.1,32,83,17,10,41,26,38,4993,50,95,59,3.5,28,18.1,253,9,1,9,87,28,15,6,50834,,,48958,,53029,34066,1704,81,203,5,616,30958,35,122,72,,,
Virginia,Rappahannock,12,3.2,3.6,13,39,7.4,20,49,18,14,41,28,110,4669,46,95,55,2.7,37,9.6,41,8.3,0,16,76,53,10,21,71035,,,36250,16447,70650,7252,308,26,62,5,279,6431,33,14,74,,,
Virginia,Richmond,19,4.1,4.1,19,30,8.1,28,61,16,13,0,33,166,4930,54,95,50,3.1,13,19,119,8.4,0,17,76,27,16,2,49399,,,32759,34648,57774,9038,2660,44,57,4,650,5462,39,45,72,,,
Virginia,Roanoke,14,3.2,3.5,15,30,8.9,25,82,18,8,130,86,254,3544,55,95,74,2.7,27,11.9,184,8.1,0,11,86,31,12,3,68734,74625,64821,62453,44900,66214,94073,5653,211,3322,43,2959,80429,34,136,74,,,
Virginia,Rockbridge,15,3.7,4,16,27,8.3,26,56,16,12,93,4,4,3572,49,91,59,3,27,11.5,141,8.6,0,12,84,30,13,5,53413,,,80950,,54528,22752,748,137,155,5,470,20902,34,42,78,,,
Virginia,Rockingham,15,3.6,3.8,15,28,8.7,29,72,18,15,29,22,16,5730,48,94,56,2.6,24,14.6,112,8.9,0,12,81,27,10,6,61375,59038,49663,64563,58523,60032,81244,1663,483,739,59,5964,71731,34,77,74,,,
Virginia,Russell,18,4.1,4.3,19,38,8.4,38,44,16,11,26,11,82,8220,44,90,56,4.3,26,8.1,185,9.4,0,13,85,44,19,2,38966,,,23698,31905,39846,26748,245,68,62,7,372,25829,35,65,76,,,
Virginia,Scott,18,3.9,4.2,19,30,8.3,34,40,16,11,32,23,130,4998,51,95,57,3.2,28,5.9,101,10.1,1,11,87,50,17,4,40161,,,11905,,39452,21534,173,62,41,17,307,20790,33,59,78,,,
Virginia,Shenandoah,14,3.4,3.8,16,33,8.9,27,64,18,12,49,30,51,5688,42,97,55,2.8,30,13.2,178,8.8,1,12,80,42,16,3,55283,,,70000,42851,56221,43497,1049,187,502,20,3178,38016,31,122,71,,,
Virginia,Smyth,18,4.1,4.2,19,31,7.9,31,93,17,11,62,53,151,5522,42,95,55,4,34,10.1,203,8.8,0,11,82,26,16,6,40972,,,30789,48028,40798,30472,721,50,143,8,656,28607,34,97,71,,,
Virginia,Southampton,16,3.7,3.9,17,45,7.1,34,31,16,11,23,11,0,5552,48,87,63,2.8,39,11.8,125,9.1,1,12,84,40,17,14,52741,99375,,38372,,67745,17586,6076,89,83,12,323,10743,37,34,73,,,
Virginia,Spotsylvania,14,3.3,3.6,16,32,8.9,25,75,21,10,62,39,76,6469,43,91,63,3,26,6.9,172,9,0,13,78,49,11,4,86695,112917,64541,75081,80023,89008,134238,21622,606,3907,214,13761,90440,35,98,78,,,
Virginia,Stafford,12,3,3.2,15,35,9.2,18,78,20,8,30,34,79,5741,44,95,73,3,23,5.7,197,9.1,0,11,75,55,7,3,108421,88967,84870,116461,77455,109182,149960,27433,1041,5589,257,20360,90560,38,209,76,,,
Virginia,Surry,18,3.9,4.1,17,26,7.1,23,9,15,10,31,0,46,3508,48,94,55,3.5,35,15.3,226,8.6,0,9,79,66,15,10,54663,,,44050,116375,64722,6474,2710,29,31,6,165,3425,39,7,77,,,
Virginia,Sussex,21,4.1,3.9,19,39,5.7,29,27,16,13,26,18,18,6863,44,89,29,4.9,47,15.8,103,9.1,0,13,83,57,11,18,43031,,,32800,,60506,11237,6301,57,45,1,349,4364,41,47,67,,,
Virginia,Tazewell,17,3.8,4.3,19,32,7.8,37,55,16,12,66,39,181,6434,37,89,55,4.4,31,11.7,208,9,1,10,86,33,14,8,42074,,,32734,,41458,40855,1301,81,276,10,434,38328,34,59,76,,,
Virginia,Warren,14,3.4,3.7,16,32,8.9,30,80,19,11,53,27,90,5497,52,94,53,3.1,34,12.6,138,8.7,0,12,74,56,15,3,65635,,60919,45096,58370,69121,40003,1845,211,538,28,1951,34637,36,158,77,,,
Virginia,Washington,17,3.9,4,18,30,8.5,27,63,16,11,68,53,162,6122,46,94,59,3.4,27,8.6,155,9.5,0,10,83,29,18,3,45510,,115417,45417,20208,46810,54402,800,135,294,25,891,51801,36,76,75,,,
Virginia,Westmoreland,17,3.6,3.8,17,35,8.5,27,43,16,13,11,11,11,5353,44,92,60,3.6,29,19.1,139,8.7,0,14,80,55,17,2,51414,,,53181,53676,55657,17830,4553,148,158,17,1188,11404,35,33,74,,,
Virginia,Wise,20,4.5,4.5,19,35,7.8,34,71,17,12,52,21,103,5022,44,96,56,5,40,8.6,214,9.6,1,13,84,25,18,4,38045,,,,29342,38640,38012,2145,76,165,3,471,34750,40,48,66,,,
Virginia,Wythe,16,3.8,4,17,36,8.5,31,80,17,12,48,35,184,4710,49,94,56,3.7,35,9.3,122,8.8,0,12,85,30,13,2,46345,,,34844,,48274,28754,794,72,179,8,394,26913,36,92,76,,,
Virginia,York,13,3,3.4,14,27,8.9,17,78,20,8,124,53,71,3596,54,97,80,2.8,24,8.9,162,8.9,0,11,85,28,9,4,86317,,103358,68906,82167,94487,67846,8927,375,4024,182,4472,47824,31,236,72,,,
Virginia,Alexandria City,15,3.4,3.8,15,24,0,16,100,22,11,69,80,326,4635,47,81,83,2.2,32,21.8,186,9.7,1,17,59,45,6,0,99425,,104043,58821,60637,122401,160530,35316,1019,10805,231,26887,83078,32,1988,43,,,
Virginia,Bristol City,18,4.2,4.4,19,29,6.6,31,92,16,9,54,36,61,6689,50,91,55,3.7,48,22.6,267,9.4,1,14,78,24,22,15,36903,,,26528,,38548,16482,1015,82,156,8,430,14480,35,323,59,,,
Virginia,Buena Vista City,21,4.5,4.7,21,26,3.5,25,97,16,10,16,80,80,3579,49,87,48,3.1,33,15.8,98,8.4,1,25,84,25,9,53,43390,,,25259,,34592,6237,344,75,48,28,170,5455,37,179,67,,,
Virginia,Charlottesville City,18,4,4.1,19,29,7.5,25,100,18,12,287,85,887,3935,60,93,80,2.5,35,21,480,8.7,1,22,60,11,7,3,56997,31417,57713,29494,56303,69567,48117,8629,201,3646,33,2762,31756,40,434,43,,,
Virginia,Chesapeake City,15,3.4,3.9,14,36,8.2,25,93,17,8,82,52,104,5010,51,93,71,3,33,9.8,423,9,1,16,85,43,12,5,78846,,92708,60901,66466,83286,242634,71840,1169,8560,333,15846,137991,37,298,71,,,
Virginia,Colonial Heights City,17,3.9,4.2,17,27,8.3,25,99,16,10,135,241,207,5579,49,92,63,3.3,45,10.7,290,9.2,1,18,87,30,10,3,56800,,35972,35139,97500,58196,17833,2806,126,714,34,1121,12654,34,623,64,,,
Virginia,Covington City,18,4.1,4.3,18,27,7.2,24,100,16,10,54,55,275,5163,49,81,53,4.6,32,38,247,8.5,1,14,90,20,10,10,40504,,,38036,,38940,5460,715,26,63,0,124,4421,36,235,74,,,
Virginia,Danville City,22,4.3,4.3,21,30,6.5,30,82,14,11,102,113,278,5475,50,81,65,5.1,55,21.9,623,10,1,17,82,17,12,6,36015,,62708,31199,52875,41667,40693,20534,196,546,25,1889,17066,39,180,53,,,
Virginia,Emporia City,29,5.1,4.9,24,26,6.1,25,90,12,12,0,98,293,6136,45,0,41,4.7,77,22.7,597,9.2,1,25,77,17,12,1,36908,,,30376,,33199,5121,3224,41,54,6,330,1443,43,214,41,,,
Virginia,Fairfax City,13,3.1,3.3,13,24,9.8,19,100,17,9,17,0,1339,2980,53,0,86,2.3,17,27.8,85,9.5,1,14,70,51,7,0,105532,,94375,79803,98076,126028,24574,1391,164,4714,37,4276,13502,32,1357,71,,,
Virginia,Falls Church City,12,3,3.3,13,20,0,16,100,20,4,288,311,1056,2793,53,99,91,2.1,19,15.1,158,9.7,1,14,58,40,5,0,137551,,95500,95278,69468,158778,14772,656,82,1464,8,1647,10471,33,997,62,,,
Virginia,Franklin City,22,4.3,4.3,20,49,4.4,27,45,14,10,122,75,162,5508,48,93,52,4.4,56,15.9,310,8.8,1,21,88,32,14,28,37327,,,31445,,60156,8013,4606,35,77,5,205,2961,40,48,50,,,
Virginia,Fredericksburg City,17,3.8,3.9,18,32,7.7,26,100,19,11,148,192,631,5514,45,83,69,3.5,50,12,423,8.8,1,20,68,34,11,2,58448,138929,91818,53201,,69469,29144,6768,225,869,35,3193,17204,37,529,36,,,
Virginia,Galax City,21,4.4,4.5,19,29,8.3,28,69,16,15,0,109,654,4160,49,93,43,3.5,34,16.6,317,8.6,1,14,80,25,13,1,36571,,,44605,,32122,6423,372,28,51,20,1018,4840,36,211,66,,,
Virginia,Hampton City,17,3.8,4,20,38,6.6,24,89,17,10,42,101,277,4424,43,93,69,4,46,9.8,295,8.7,1,23,83,27,15,10,54763,,61500,48596,61319,60621,134313,66641,720,3288,237,8086,50842,42,374,56,,,
Virginia,Harrisonburg City,23,4.4,4.4,20,25,7.7,26,83,20,16,135,115,431,4697,54,88,60,3.5,36,12.2,214,8.8,1,26,70,12,7,1,42640,,53071,36667,41990,45292,54033,3999,427,2428,131,11145,35178,35,411,38,,,
Virginia,Hopewell City,20,4.2,4.4,20,30,6.1,27,90,15,12,40,40,128,6536,44,91,50,4.8,50,15.9,425,9.2,1,20,81,35,17,13,42568,,,36818,43102,43298,22596,9323,153,317,59,1880,10264,41,219,50,,,
Virginia,Lexington City,18,4.1,4.3,17,19,7.9,19,100,21,9,0,154,687,2531,48,0,76,4.7,28,25.3,124,8.4,1,16,53,28,7,1,48726,,,,,,7136,617,14,239,7,242,5870,33,276,53,,,
Virginia,Lynchburg City,20,4.2,4.5,17,35,6.7,26,95,18,10,125,105,457,4384,52,86,73,4,45,16.4,423,9.1,1,18,75,11,10,9,43200,,41108,29019,44683,53949,82126,22858,347,2407,76,3617,51239,35,325,50,,,
Virginia,Manassas City,18,3.4,3.6,15,31,9.7,26,100,18,17,101,115,303,4412,47,78,54,2.7,24,11.1,309,9.2,1,19,77,57,4,1,79141,,57841,76350,59669,89232,41641,5575,578,2606,98,15720,16743,37,86,65,,,
Virginia,Manassas Park City,19,3.6,3.6,16,41,8.9,27,100,18,16,0,0,0,0,0,89,59,2.7,29,4.2,148,9.2,1,19,70,61,21,11,77032,,111294,78558,75966,79667,17307,2359,276,2056,53,6940,5566,38,142,66,,,
Virginia,Martinsville City,22,4.3,4.4,20,29,6,35,95,14,10,8,0,388,6637,51,87,56,4.6,61,27.4,282,9.5,1,15,80,18,14,10,33892,,,29885,24219,36899,12902,5996,62,151,8,784,5652,40,119,58,,,
Virginia,Newport News City,19,3.9,4,18,35,7.1,25,98,19,11,56,83,149,4689,47,93,67,3.6,45,10.7,456,9,1,18,79,29,14,6,50283,44402,58911,40208,50140,65530,178626,72882,1035,6023,422,16401,76009,37,568,49,,,
Virginia,Norfolk City,19,3.9,4.2,19,34,6.5,24,93,20,12,97,84,208,5638,46,82,69,3.6,50,11.4,603,8.8,1,23,74,25,11,8,48519,,54875,33747,46283,64387,244076,99631,1581,9410,563,20406,105580,41,1050,43,,,
Virginia,Norton City,19,4.2,4.5,20,32,7.4,37,100,16,11,152,101,302,6775,44,95,62,3.9,45,0,365,9.1,1,23,96,15,10,2,34442,,,,,,3968,225,14,75,1,192,3379,36,157,46,,,
Virginia,Petersburg City,26,4.7,4.7,24,40,4,29,92,14,11,69,76,393,7055,41,83,50,6.1,67,16.7,714,9.2,1,25,76,27,14,21,37049,,49423,34126,40287,42956,31567,24089,157,362,51,1641,4674,44,645,41,,,
Virginia,Poquoson City,12,3,3.5,14,37,9.2,25,95,19,6,66,66,49,4597,49,96,78,2.7,18,6.6,129,8.7,1,9,89,31,7,5,96057,,,146771,93750,96746,12190,137,53,288,8,375,11101,31,1,83,,,
Virginia,Portsmouth City,19,3.9,4,19,39,6.9,28,98,16,11,53,113,261,5067,48,86,63,4.1,55,11,707,9,1,21,81,33,12,4,47343,67208,59063,38613,49676,61619,94632,50463,488,1449,149,4408,35309,44,545,54,,,
Virginia,Radford City,22,4.7,4.8,22,34,6.4,18,98,19,9,68,65,120,4136,54,97,82,3.7,27,13.6,582,8.9,1,25,76,15,9,7,39254,,,25563,,39172,18339,1745,47,391,5,552,15190,38,250,49,,,
Virginia,Richmond City,20,4.2,4.3,20,31,6.2,23,91,22,14,104,133,360,4572,49,75,69,3.5,63,14.6,596,9.3,1,24,71,22,12,8,48747,27500,52355,29913,42490,67466,228783,107048,1229,5396,363,16175,95184,39,821,42,,,
Virginia,Roanoke City,20,4.2,4.4,20,35,6.9,29,92,17,13,90,75,281,4276,51,90,58,3.2,53,17,382,9,1,19,79,29,12,8,42715,,53189,29750,42970,48199,99920,28830,426,3438,100,6537,58096,38,411,52,,,
Virginia,Salem City,13,3.4,3.8,15,27,7.9,21,87,19,9,101,144,776,4067,51,97,66,2.9,38,16.2,106,8.8,1,15,83,26,9,12,57274,,,26210,52404,60636,25643,1903,104,525,13,874,21798,33,408,65,,,
Virginia,Staunton City,16,3.6,4.1,17,31,8.3,27,99,17,10,49,88,602,3728,55,90,67,2.9,37,23.6,153,8.6,1,17,84,26,14,2,47319,36406,60974,48750,65568,47906,24922,2825,92,385,10,806,20111,35,104,57,,,
Virginia,Suffolk City,17,3.6,3.8,16,32,7.7,27,76,17,9,91,44,99,5765,47,87,67,3.2,36,12.6,276,9.1,1,16,86,48,14,6,69753,81719,62292,55421,72643,82832,91185,37861,375,1706,117,4259,44789,40,170,69,,,
Virginia,Virginia Beach City,12,3.1,3.5,15,27,8.7,22,98,21,9,74,76,170,4637,48,93,76,2.9,31,7.2,152,8.2,1,16,82,32,10,3,76520,60667,80539,57089,62658,79917,450189,85998,2073,33383,798,37365,276009,36,401,64,,,
Virginia,Waynesboro City,17,3.9,4.1,18,39,8,33,69,17,12,94,128,119,3507,58,83,56,3.2,47,20.6,187,8.6,1,15,85,29,20,4,47117,34138,,29509,29030,50253,22628,2759,133,374,12,1872,16799,35,156,59,,,
Virginia,Williamsburg City,18,3.9,4.1,16,34,7.5,25,100,19,12,7,0,47,4221,56,92,74,4,36,12.6,182,8.7,1,22,64,26,11,4,52845,,53125,53125,26319,62631,14896,2275,77,949,20,1047,10097,34,168,49,,,
Virginia,Winchester City,17,3.7,3.9,17,34,8.4,24,99,18,15,258,189,594,5099,53,89,62,2.9,44,19,272,9,1,20,66,27,8,3,51456,60192,51172,42738,34533,60612,28108,2969,259,776,33,5166,18373,35,535,47,,,
Washington,Adams,23,4.3,4.1,14,37,8.6,24,62,16,13,46,111,172,1313,36,77,32,5.4,38,12.3,248,9.3,0,22,72,24,10,7,52012,26157,78627,,42972,55861,19759,116,1194,260,24,12705,6534,30,26,63,,,
Washington,Asotin,15,3.9,4.5,14,32,7.9,22,98,17,7,84,62,354,2857,47,78,62,4.4,37,8.4,211,8.6,0,13,83,7,13,6,49776,28818,113409,,28286,50955,22610,153,416,227,49,945,20332,28,83,70,,,
Washington,Benton,16,3.9,4.1,13,31,8.3,17,77,18,8,68,70,260,4336,50,77,66,5.2,29,8.8,195,9.2,1,15,81,21,9,4,69212,47917,95385,,45558,71374,201877,2967,2600,6591,518,44919,140871,31,212,68,,,
Washington,Chelan,17,3.8,4.4,13,27,8.4,18,85,19,9,118,79,379,2102,33,81,52,4.5,28,14.6,148,6.9,0,16,77,16,7,6,57243,45313,,31190,45398,60176,77036,417,1590,967,202,21792,52011,28,186,66,,,
Washington,Clallam,16,4.2,4.4,14,29,7.2,20,77,16,9,98,93,334,1915,50,81,61,6.4,38,9.7,280,5.8,1,16,78,22,12,9,57183,34830,59808,29444,38082,52272,76737,725,4275,1435,154,4933,63326,29,89,71,,,
Washington,Clark,14,3.4,3.9,14,31,8.1,17,93,19,7,71,71,340,3715,44,84,68,4.8,25,7.2,220,8.3,0,16,79,36,10,5,73971,66774,81923,51227,53643,73484,481857,9988,5670,23655,4274,47985,375836,31,405,67,,,
Washington,Columbia,18,4.2,4.5,14,35,7.3,27,39,16,6,74,74,296,1538,20,83,86,5.6,17,14.8,38,7.1,0,14,62,37,11,11,53700,,,,,,4059,25,71,54,78,318,3439,28,70,69,,,
Washington,Cowlitz,19,4.1,4.7,18,35,7.3,23,74,18,7,65,59,406,3483,45,81,59,5.9,37,9.5,259,6.9,1,17,80,30,11,9,58624,34408,55265,45775,34236,54293,108987,992,2225,1783,468,9975,90887,31,232,66,,,
Washington,Douglas,18,4,4.2,14,32,7.5,19,77,19,11,19,51,56,3011,38,85,51,5.3,36,6,99,7.5,0,18,82,16,8,17,65912,54412,115595,52153,50539,65493,42907,200,902,482,128,13774,27393,31,207,70,,,
Washington,Ferry,19,4.6,4.7,17,30,5,20,75,16,11,66,65,248,2123,17,79,45,11.7,40,7.9,112,6.5,1,17,60,35,10,26,40468,30357,,,,43543,7649,44,1311,75,25,384,5545,30,13,73,,,
Washington,Franklin,21,4,4.2,14,33,8.6,21,61,18,12,24,45,132,3843,46,75,49,6.1,33,4.9,211,9.4,1,21,80,18,10,8,60483,41667,64286,55380,50675,77937,94347,2022,1597,2287,382,50456,37725,31,309,69,,,
Washington,Garfield,17,4.2,4.3,13,33,4.9,27,46,16,4,90,45,45,1448,28,86,72,5.8,19,18.1,89,7.5,0,11,73,32,13,38,50185,,,,,,2247,2,16,64,0,122,2000,27,83,70,,,
Washington,Grant,21,4.3,4.2,16,34,8.1,24,79,17,13,42,52,215,2648,29,79,46,6.2,26,9.5,278,9.2,1,17,74,21,11,10,53688,41118,67125,48727,49688,57847,97331,890,2209,1117,174,41005,51954,34,93,62,,,
Washington,Grays Harbor,18,4.4,4.6,15,36,7,24,82,18,9,34,50,298,3888,42,82,55,6.7,36,11.6,244,6.1,0,16,77,35,13,12,48763,39815,71857,,35986,48791,73901,911,4121,1090,247,7563,58514,32,172,66,,,
Washington,Island,13,3.6,3.8,12,29,7.8,16,86,19,6,37,72,284,2596,42,88,73,5.2,24,8.7,107,7.4,1,15,74,30,8,8,65987,88079,72853,61331,51845,65718,84460,2385,912,4282,429,6859,66556,31,64,69,,,
Washington,Jefferson,12,3.5,4.1,12,24,7.5,11,85,17,8,83,47,403,683,39,80,65,5.8,30,9.6,212,6.1,0,16,74,29,8,8,55893,20469,59620,,51343,54737,31729,306,740,603,79,1171,28091,24,47,73,,,
Washington,King,11,3.1,3.6,9,22,8.3,13,97,20,6,121,106,427,2845,52,84,81,3.5,24,8.8,341,7.5,1,18,62,44,7,3,94822,49059,102233,48075,62784,95931,2233163,146278,22370,429012,18924,218263,1314450,29,826,57,,,
Washington,Kitsap,14,3.6,4.1,12,31,7.9,16,85,19,5,65,78,329,2434,48,82,72,4.6,28,8.4,263,7,1,15,69,34,8,7,76530,52656,71611,41354,67429,73714,269805,7666,4669,14730,2685,21523,205796,27,200,67,,,
Washington,Kittitas,15,3.9,4.3,14,27,7,21,79,22,8,58,40,165,1614,36,83,71,5.3,24,9.1,110,6.7,0,23,74,25,7,10,55624,,,65308,50720,56420,47364,497,622,1066,104,4236,39670,27,86,58,,,
Washington,Klickitat,17,4.4,4.6,14,29,7.2,20,74,17,10,69,18,145,3152,26,85,66,5.7,22,8.3,87,6.4,0,16,72,31,11,13,56503,44583,,,49342,55823,22107,114,579,208,40,2634,18153,31,36,66,,,
Washington,Lewis,17,4.2,4.4,16,35,7.4,24,54,15,9,45,65,363,3203,35,84,58,6.3,32,10,193,6.8,1,18,80,37,10,8,57019,49500,51250,34299,45272,50732,79604,599,1590,1035,204,8195,66190,32,157,70,,,
Washington,Lincoln,15,3.6,4,13,31,6.8,27,59,17,7,38,37,112,4780,22,95,66,4.9,22,14.2,92,8.8,0,12,67,38,12,18,53326,43000,76875,18352,,52209,10740,52,210,55,17,373,9781,26,61,79,,,
Washington,Mason,16,4.2,4.4,16,36,8,23,63,18,9,27,37,177,2944,42,75,49,6.3,39,6.3,220,5.9,1,16,76,49,12,3,58239,38750,51250,60478,28933,57440,65507,840,3147,893,295,6801,52400,33,84,77,,,
Washington,Okanogan,18,4.5,4.4,17,33,7.3,23,67,15,15,74,69,278,2936,21,89,49,6.4,43,13.7,176,7.1,1,17,77,19,11,9,48345,37521,65893,,40172,46606,42132,295,5458,509,121,8637,27254,30,53,66,,,
Washington,Pacific,18,4.3,4.5,15,34,6.9,25,67,15,10,23,32,331,2470,40,89,54,6.9,35,12.5,157,6.2,1,12,78,24,15,13,46365,27419,30000,,48365,45628,22036,182,634,464,45,2160,18068,30,51,78,,,
Washington,Pend Oreille,17,4.3,4.3,15,40,6.8,25,59,18,8,52,29,228,2558,29,91,52,7.2,27,6.7,130,9,0,16,77,36,14,14,49750,56250,,,56786,47881,13602,88,508,174,23,513,12027,32,53,79,,,
Washington,Pierce,16,4,4.4,15,31,7.5,19,83,19,7,73,83,462,3241,47,87,65,5.2,30,7,458,7.1,1,17,78,46,10,8,75022,58073,62179,52882,54651,72205,891299,62243,15611,61657,15386,99153,590952,36,365,62,,,
Washington,San Juan,13,3.7,4,12,18,8.7,14,86,18,9,78,70,415,1113,38,89,69,3.9,32,12.6,52,7.3,1,21,66,7,6,0,62249,55909,25250,57500,39231,62366,17128,110,178,260,26,1140,15093,24,0,74,,,
Washington,Skagit,14,3.7,3.9,13,29,7.9,17,81,18,9,84,73,413,3167,48,75,59,5.2,29,10.3,195,7.5,0,20,78,31,10,7,70955,51250,67500,27346,54326,64313,128206,1024,3473,3086,475,23928,94838,29,207,68,,,
Washington,Skamania,16,4.1,4.3,15,33,8.1,18,93,18,7,0,8,117,3498,30,82,61,5.6,32,3.4,88,6.2,0,18,77,47,11,1,64344,69167,,,58229,58952,11924,67,230,124,25,755,10443,30,34,71,,,
Washington,Snohomish,14,3.7,3.7,13,29,8.4,18,86,19,6,53,73,327,2918,49,86,70,3.8,25,7.1,205,8.1,1,17,74,47,8,4,87096,57754,94004,63791,63412,84715,814901,27554,12877,94831,5618,85109,561043,35,427,67,,,
Washington,Spokane,13,3.8,4.3,14,28,7.7,18,89,18,6,90,77,402,2820,46,85,71,5.2,30,9.5,353,11.7,1,17,78,24,9,4,59408,35602,52040,31770,50708,56107,514631,9617,9276,12504,3146,30473,433749,30,407,63,,,
Washington,Stevens,17,4.4,4.8,15,31,6.9,23,43,15,8,69,44,369,2958,29,83,54,7.1,27,8,105,9,1,16,77,43,11,14,51183,30089,,,24366,51033,45260,230,2646,368,85,1713,39112,32,35,78,,,
Washington,Thurston,13,3.7,3.8,13,30,7.8,17,75,18,6,100,74,337,2833,48,85,73,4.8,29,9.6,237,7.2,1,16,79,33,10,7,72400,42500,68750,73044,55470,71029,286419,9190,5102,17786,2755,26299,213578,29,198,64,,,
Washington,Wahkiakum,14,3.9,4.5,13,36,5.6,24,12,16,9,0,68,271,2593,38,84,40,6.5,16,9.4,123,5.9,0,12,79,43,14,31,55692,,,,36538,54982,4426,17,69,80,10,234,3866,26,23,86,,,
Washington,Walla Walla,16,3.9,4.2,13,27,8.2,17,83,17,8,116,80,287,2610,47,77,67,4.7,30,7.8,239,8.5,1,17,72,12,11,5,57329,,,,49792,59127,60922,1224,840,1078,250,13098,43494,27,180,65,,,
Washington,Whatcom,13,3.6,4,14,28,7.6,14,85,23,8,91,70,450,2816,47,81,72,4.7,27,11,194,9.5,1,20,76,23,8,7,62262,35625,62756,,38253,61654,225685,2408,7623,10474,712,21469,177637,29,169,62,,,
Washington,Whitman,16,4,4.4,15,28,6.5,18,76,21,6,59,32,149,2705,53,92,85,4.3,22,9.2,181,9.6,0,24,61,18,7,8,45389,,28393,22228,19340,45236,49791,1117,435,4177,139,3274,39049,27,252,43,,,
Washington,Yakima,24,4.6,4.4,14,35,8.5,23,75,16,13,67,67,313,3770,48,79,42,6.3,40,8,273,7.9,1,21,79,18,11,5,51377,47107,47321,43333,42706,54505,251446,2076,16454,3912,685,125472,107291,32,240,63,,,
West Virginia,Barbour,24,5.5,5.6,23,37,7.5,30,36,13,8,42,24,91,4569,37,91,40,6,34,6.1,451,8.8,1,11,80,41,17,4,39776,,,,,,16535,156,104,43,4,167,15827,40,24,71,,,
West Virginia,Berkeley,20,4.7,4.7,22,37,7.9,30,44,14,7,44,54,168,5353,46,94,58,4.1,35,8,168,9.7,0,13,83,38,13,8,59619,,55430,47942,59322,62478,117123,8673,280,1283,52,5396,98325,43,59,74,,,
West Virginia,Boone,27,5.9,5.9,25,41,7.6,31,5,12,7,36,23,27,10315,37,88,42,6.1,37,6.7,250,9.9,1,14,87,56,20,3,38110,,,,35662,38773,21951,148,44,32,1,134,21435,42,16,76,,,
